Appliance,F1,NDE,EAC,MAE
Dell U2711,0.9999330639839172,0.00048044903090890215,0.9888055510505431,1.5471926720713525
Epson EB-65950,0.0,0.8888002979464533,0.9062585521844608,1.0748426255489862
Lenovo T420,4.7518777137156576e-05,0.882580777406571,0.5923508537979332,4.0205046169888
Lenovo X230 i7,0.04890859127044678,0.8487478038386074,0.6117237433202674,1.2113712162965438
MacBook Pro 15 Mid-2014,0.730469286441803,0.5331778638418869,0.5930144074801367,5.944998234059949
