Appliance,F1,NDE,EAC,MAE
Dell U2711,0.00010903047223109752,0.4746132842048802,0.5807292437779301,57.94770645428437
Epson EB-65950,0.0,0.9083400102160477,0.7326345719507902,3.06562108183915
Lenovo T420,0.00031180030782707036,0.8293113178586977,0.3971768191161178,5.945439612843315
Lenovo X230 i7,0.0004091873997822404,0.909319166380582,0.4119024961063966,1.8347874131798332
MacBook Pro 15 Mid-2014,0.0002623835171107203,0.8336473886444512,0.3107472594054932,10.06818521580794
